codigo,descripcion
90.3.0.69,NORMETANEFRINAS EN PLASMA SEMIAUTOMATIZADO O AUTOMATIZADO
90.3.0.70,IDENTIFICACIÓN DE OTRA PROTEÍNA (ESPECÍFICA)
90.3.1.01,ÁCIDOS BILIARES TOTALES
90.3.1.02,ÁCIDO CÍTRICO EN ORINA DE 24 HORAS
90.3.1.03,ÁCIDO 5 HIDROXI INDOLACÉTICO EN ORINA DE 24 HORAS
90.3.1.04,ÁCIDO DELTA AMINOLEVULÍNICO [ALA] EN ORINA DE 24 HORAS
90.3.1.05,ÁCIDO FÓLICO [FOLATOS] EN SUERO
90.3.1.06,ÁCIDO FÓLICO EN ERITROCITOS
90.3.1.07,ÁCIDO FÓRMICO EN ORINA
90.3.1.08,ÁCIDO HOMOGENTÉSICO EN ORINA
90.3.1.09,ÁCIDO HOMOVALÍNICO EN ORINA DE 24 HORAS
90.3.1.10,ÁCIDO LÁCTICO [L-LACTATO] SEMIAUTOMATIZADO
90.3.1.11,ÁCIDO LÁCTICO [L-LACTATO] AUTOMATIZADO
90.3.1.12,ÁCIDO PIRÚVICO [PIRUVATO]
90.3.1.13,ÁCIDO VANILMANDÉLICO [VMA] EN ORINA DE 24 HORAS
90.3.1.14,ÁCIDOS BILIARES FRACCIONADOS
90.3.2.01,"FENILALANINA POST, CURVA DE TOLERANCIA CON ESTÍMULO BH-4"
90.3.2.02,FENILALANINA CUALITATIVA
90.3.3.01,GALACTOSA CUANTITATIVA
90.3.3.02,CURVA DE LACTOSA
90.3.3.03,ALMIDONES
90.3.3.04,DISACARIDASA (LACTOSA SUCROSA MALTOSA Y PALATINASA)
90.3.3.05,FRUCTOSA
90.3.4.01,ADENOSIN DEAMINASA [ADA]
90.3.4.02,ALDOLASA
90.3.4.03,ALFA 1 ANTIQUIMIOTRIPSINA SEMIAUTOMATIZADA
90.3.4.04,ALFA 1 ANTIQUIMIOTRIPSINA AUTOMATIZADA
90.3.4.05,ALFA 1 ANTITRIPSINA SEMIAUTOMATIZADO
90.3.4.06,ALFA 1 ANTITRIPSINA AUTOMATIZADA
90.3.4.07,ALFA 1 GLICOPROTEÍNA ÁCIDA U OROMUCOIDE
90.3.4.08,ALFA 2 ANTIPLASMINA FUNCIONAL
90.3.4.09,APOLIPOPROTEÍNAS A1 SEMIAUTOMATIZADA
90.3.4.10,APOLIPOPROTEÍNAS B SEMIAUTOMATIZADA
90.3.4.11,APOLIPOPROTEÍNAS A1 AUTOMATIZADA
90.3.4.12,APOLIPOPROTEÍNAS B AUTOMATIZADA
90.3.4.15,BETA TROMBOGLOBULINA
90.3.4.16,CUPS” CÓDIGO                                   DESCRIPCIÓN CERULOPLASMINA SEMIAUTOMATIZADA
90.3.4.17,CERULOPLASMINA AUTOMATIZADA
90.3.4.18,COLIGLICINA
90.3.4.19,COLINESTERASA EN ERITROCITOS [ACETILCOLINESTERASA]
90.3.4.20,COLINESTERASA SERICA
90.3.4.21,COPROPORFIRINAS EN ORINA DE 24 HORAS
90.3.4.22,COPROPORFIRINAS EN ORINA DE 24 HORAS AUTOMATIZADA
90.3.4.23,D- XILOSA PRUEBA DE ABSORCIÓN
90.3.4.24,DESHIDROGENASA HIDROXIBUTÍRICA
90.3.4.25,FRUCTOSAMINA
90.3.4.26,HEMOGLOBINA GLICOSILADA AUTOMATIZADA
90.3.4.27,HEMOGLOBINA GLICOSILADA MANUAL O SEMIAUTOMATIZADA
90.3.4.28,HEMOSIDERINA EN ORINA
90.3.4.29,ISOCITRATO DESHIDROGENASA
90.3.4.30,LEUCINA AMINOPEPTIDASA
90.3.4.31,LIPOPROTEÍNA A
90.3.4.32,NUCLEOTIDASA 5
90.3.4.33,PROTOPORFIRINA ZINC ERITROCITARIA
90.3.4.34,SEROTONINA-5 HIDROXI-TRIPTAMINA
90.3.4.35,SEROTONINA-5 HIDROXI-TRIPTAMINA EN ORINA DE 24HORAS
90.3.4.36,TROPONINA I CUALITATIVA
90.3.4.37,TROPONINA I CUANTITATIVA
90.3.4.38,TROPONINA T CUALITATIVA
90.3.4.39,TROPONINA T CUANTITATIVA
90.3.4.40,TRIPTASA NIVELES SEMIAUTOMATIZADO O AUTOMATIZADO
90.3.4.41,IDENTIFICACIÓN DE OTRA ENZIMA (ESPECÍFICA)
90.3.4.42,CUANTIFICACIÓN DE OTRA ENZIMA (ESPECÍFICA)
90.3.5.01,LÍQUIDO AMNIÓTICO CURVA ESPECTRAL O DE LILEY LÍQUIDO AMNIÓTICO ÍNDICE DE MADUREZ FETAL PULMONAR
90.3.5.02,(LECITINA-ESFINGOMIELINA O SULFACTANTE-ALBUMINA FOSFATIDIL GLICEROL RECUENTO DE CÉLULAS LAMELARES O ESPECTROFOTOMETRÍA 650 nm)
90.3.5.03,LÍQUIDO PERICÁRDICO (EXAMEN FÍSICO Y CITOQUÍMICO CON DENSIDAD Y PROTEÍNAS) LÍQUIDO SINOVIAL (EXAMEN FÍSICO Y CITOQUÍMICO CON
90.3.5.04,RECUENTO Y MORFOLOGÍA DE ERITROCITOS Y LEUCOCITOS GLUCOSA PROTEÍNAS FACTOR R.A. COMPLEMENTO TEST DE MUCINA Y ANÁLISIS CON LUZ POLARIZADA)
90.3.5.05,LÍQUIDO SINOVIAL CRISTALES OTROS LÍQUIDOS (EXAMEN FÍSICO Y CITOQUÍMICO CON
90.3.5.06,RECUENTO Y MORFOLOGÍA DE ERITROCITOS Y LEUCOCITOS
90.3.6.01,ALUMINIO EN ORINA DE 24 HORAS
90.3.6.02,AMONIO
90.3.6.03,CALCIO AUTOMATIZADO
90.3.6.04,CALCIO IÓNICO
90.3.6.05,IONOGRAMA [CLORO SODIO POTASIO Y BICARBONATO O CALCIO]
90.3.6.08,ZINC
90.3.6.09,ZINC EN ORINA DE 24 HORAS
90.3.6.10,ALUMINIO EN ORINA PARCIAL
90.3.6.11,ALUMINIO EN SUERO
90.3.6.12,ELECTROLITOS EN SUDOR [IONTOFORESIS] MEDICIÓN DIRECTA
90.3.6.13,ELECTROLITOS EN SUDOR [IONTOFORESIS] MEDICIÓN INDIRECTA
90.3.6.14,MAGNESIO IÓNICO
90.3.7.01,VITAMINA A [RETINOL]
90.3.7.02,VITAMINA B1 [TIAMINA]
90.3.7.03,VITAMINA B12 [CIANOCOBALAMINA]
90.3.7.04,VITAMINA B2 [RIBOFLAVINA]
90.3.7.05,VITAMINA B6 [PIRIDOXINA]
90.3.7.06,VITAMINA D 25 HIDROXI TOTAL [D2-D3] [CALCIFEROL]
90.3.7.07,VITAMINA D 125 DIHIDROXI [D2-D3] [CALCIFIDOL]
90.3.7.08,VITAMINA E [TOCOFEROL]
90.3.7.09,VITAMINA C [ÁCIDO ASCÓRBICO]
90.3.7.11,VITAMINA K
90.3.8.01,ÁCIDO ÚRICO EN SUERO U OTROS FLUIDOS
90.3.8.02,ÁCIDO ÚRICO EN ORINA DE 24 HORAS
90.3.8.03,ALBUMINA EN SUERO U OTROS FLUIDOS
90.3.8.04,ALBUMINA EN ORINA DE 24 HORAS
90.3.8.05,AMILASA EN SUERO U OTROS FLUIDOS
90.3.8.06,AMILASA EN ORINA DE 24 HORAS
90.3.8.07,ASPIRADO GÁSTRICO (EXAMEN FÍSICO Y CITOQUÍMICO CON RECUENTO DE POLIMORFONUCLEARES)
90.3.8.08,BALANCE NITROGENADO [ÍNDICE CATABÓLICO]
90.3.8.09,BILIRRUBINAS TOTAL Y DIRECTA
90.3.8.10,CALCIO SEMIAUTOMATIZADO
90.3.8.11,CALCIO AUTOMATIZADO EN ORINA DE 24 HORAS
90.3.8.12,CAPACIDAD DE COMBINACIÓN DEL HIERRO
90.3.8.13,CLORO
90.3.8.14,CLORO EN ORINA DE 24 HORAS
90.3.8.15,COLESTEROL DE ALTA DENSIDAD
90.3.8.16,COLESTEROL DE BAJA DENSIDAD SEMIAUTOMATIZADO
90.3.8.17,COLESTEROL DE BAJA DENSIDAD [LDL] AUTOMATIZADO
90.3.8.18,COLESTEROL TOTAL
90.3.8.19,CREATIN QUINASA (FRACCIÓN MB) SEMIAUTOMATIZADA
90.3.8.20,CREATIN QUINASA (FRACCIÓN MB) AUTOMATIZADA
90.3.8.21,CREATIN QUINASA TOTAL [CK-CPK]
90.3.8.22,CREATINA
90.3.8.23,CREATININA DEPURACIÓN
90.3.8.24,CREATININA EN ORINA DE 24 HORAS
90.3.8.26,CUERPOS CETÓNICOS O CETONAS EN ORINA
90.3.8.27,CUERPOS CETÓNICOS O CETONAS EN SANGRE
90.3.8.28,DESHIDROGENASA LÁCTICA
90.3.8.29,DESHIDROGENASA LÁCTICA ISOENZIMAS
90.3.8.30,FOSFATASA ÁCIDA
90.3.8.31,FOSFATASA ÁCIDA FRACCIÓN PROSTÁTICA SEMIAUTOMATIZADA
90.3.8.32,FOSFATASA ÁCIDA FRACCIÓN PROSTÁTICA AUTOMATIZADA
90.3.8.33,FOSFATASA ALCALINA
90.3.8.34,FOSFATASA ALCALINA ESPECÍFICA DE HUESO
90.3.8.35,FÓSFORO EN SUERO U OTROS FLUIDOS
90.3.8.36,FÓSFORO EN ORINA DE 24 HORAS
90.3.8.37,FRACCIÓN EXCRETADA DE SODIO
90.3.8.38,GAMMA GLUTAMIL TRANSFERASA
90.3.8.39,GASES ARTERIALES (EN REPOSO O EN EJERCICIO)
90.3.8.40,GLUCOSA EN ORINA
90.3.8.41,GLUCOSA EN SUERO U OTRO FLUIDO DIFERENTE A ORINA
90.3.8.42,GLUCOSA PRE Y POST CARGA DE GLUCOSA
90.3.8.43,GLUCOSA PRE Y POST PRANDIAL
90.3.8.44,GLUCOSA CURVA DE TOLERANCIA
90.3.8.45,GLUCOSA TEST O’ SULLIVAN
90.3.8.46,HIERRO TOTAL
90.3.8.47,LIPASA
90.3.8.48,LÍQUIDO AMNIÓTICO (EXAMEN FÍSICO Y CITOQUÍMICO: CÉLULAS ANARANJADAS TEST DE CLEMENS Y CREATININA)
90.3.8.49,LÍQUIDO ASCITICO (EXAMEN FÍSICO Y CITOQUÍMICO) LÍQUIDO CEFALORRAQUÍDEO (LCR EXAMEN FÍSICO Y CITOQUÍMICO
90.3.8.50,CON GLUCOSA PROTEÍNAS MORFOLOGÍA DE ERITROCITOS Y DIFERENCIAL DE LEUCOCITOS) LÍQUIDO PERITONEAL (EXAMEN FÍSICO Y CITOQUÍMICO CON
90.3.8.51,DETECCIÓN DE ERITROCITOS RECUENTO Y MORFOLOGÍA DE LEUCOCITOS GLUCOSA PROTEÍNAS Y AMILASA) LÍQUIDO PLEURAL (EXAMEN FÍSICO Y CITOQUÍMICO CON
90.3.8.52,RECUENTO Y MORFOLOGÍA DE LEUCOCITOS GLUCOSA Y DESHIDROGENASA LÁCTICA) LÍQUIDO SINOVIAL (EXAMEN FÍSICO Y CITOQUÍMICO CON
90.3.8.53,RECUENTO Y MORFOLOGÍA DE ERITROCITOS Y LEUCOCITOS GLUCOSA PROTEÍNAS Y TEST DE MUCINA)
90.3.8.54,MAGNESIO EN SUERO U OTROS FLUIDOS
90.3.8.55,MAGNESIO EN ORINA DE 24 HORAS
90.3.8.56,NITRÓGENO UREICO
90.3.8.57,NITRÓGENO UREICO EN ORINA DE 24 HORAS
90.3.8.58,OSMOLARIDAD CALCULADA
90.3.8.59,POTASIO EN SUERO U OTROS FLUIDOS
90.3.8.60,POTASIO EN ORINA DE 24 HORAS
90.3.8.61,PROTEÍNAS DIFERENCIADAS [ALBUMINA-GLOBULINA]
90.3.8.62,PROTEÍNAS EN ORINA DE 24 HORAS
90.3.8.63,PROTEÍNAS TOTALES EN SUERO Y OTROS FLUIDOS
90.3.8.64,SODIO EN SUERO U OTROS FLUIDOS
90.3.8.65,SODIO EN ORINA DE 24 HORAS
90.3.8.66,TRANSAMINASA GLUTÁMICO-PIRÚVICA [ALANINO AMINO TRANSFERASA]
90.3.8.67,TRANSAMINASA GLUTÁMICO OXALACÉTICA [ASPARTATO AMINO TRANSFERASA]
90.3.8.68,TRIGLICERIDOS
90.3.8.69,UREA EN SANGRE U OTROS FLUIDOS
90.3.8.70,UREA EN ORINA DE 24 HORAS
90.3.8.71,AMILASA EN ORINA PARCIAL
90.3.8.72,SODIO EN ORINA PARCIAL
90.3.8.73,CALCIO EN ORINA PARCIAL
90.3.8.74,PROTEÍNAS TOTALES EN ORINA PARCIAL
90.3.8.75,FÓSFORO EN ORINA PARCIAL
90.3.8.76,CREATININA EN ORINA PARCIAL
90.3.8.77,ÁCIDO ÚRICO EN ORINA PARCIAL
90.3.8.78,POTASIO EN ORINA PARCIAL
90.3.8.79,MAGNESIO EN ORINA PARCIAL
90.3.8.80,CLORO EN ORINA PARCIAL
90.3.8.81,CREATINA EN ORINA DE 24 HORAS
90.3.8.82,PRUEBA DE RIFAMPICINA (4 MUESTRAS)
90.3.8.83,GLUCOSA SEMIAUTOMATIZADA [GLUCOMETRÍA]
90.3.8.84,TEST DE O'SULLIVAN CONFIRMATORIO (CUATRO MUESTRAS)
90.3.8.85,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 3 HORAS (6 MUESTRAS: 0 30 60 90 120 Y 180 MINUTOS)
90.3.8.86,CUPS” CÓDIGO                                   DESCRIPCIÓN PRUEBA DE TOLERANCIA A LA GLUCOSA POR 2 HORAS (3 MUESTRAS: 0 60 Y 120 MINUTOS)
90.3.8.87,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 2 HORAS (4 MUESTRAS: 0 30 60 Y 120 MINUTOS)
90.3.8.88,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 2 HORAS (5 MUESTRAS: 0 30 60 90 Y 120 MINUTOS)
90.3.8.89,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 3 HORAS (5 MUESTRAS: 0 30 60 120 Y 180 MINUTOS)
90.3.8.90,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 4 HORAS (6 MUESTRAS: 0 30 60 120 180 Y 240 MINUTOS)
90.3.8.91,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 4 HORAS (7 MUESTRAS: 0 30 60 90 120 180 Y 240 MINUTOS)
90.3.8.92,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 5 HORAS (7 MUESTRAS: 0 30 60 120 180 240 Y 300 MINUTOS)
90.3.8.93,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 5 HORAS (8 MUESTRAS: 0 30 60 90 120 180 240 Y 300 MINUTOS)
90.3.8.94,PRUEBA DE TOLERANCIA A LA GLUCOSA POR 6 HORAS (8 MUESTRAS: 0 30 60 120 180 240 300 Y 360)
90.3.8.95,CREATININA EN SUERO U OTROS FLUIDOS
90.3.8.96,Cistatina C
90.4.0.01,ANGIOTENSINA II
90.4.0.02,ENZIMA CONVERTIDORA DE ANGIOTENSINA
90.4.0.04,RENINA TOTAL
90.4.0.05,RENINA ACTIVIDAD PLASMÁTICA
90.4.0.06,LEPTINA
90.4.1.01,SOMATOMEDINA C [FACTOR I DE CRECIMIENTO SIMILAR A LA INSULINA O IGF-1]
90.4.1.02,HORMONA ANTIDIURÉTICA
90.4.1.03,HORMONA ADRENOCORTICOTRÓPICA
90.4.1.04,HORMONA DE CRECIMIENTO [SOMATOTRÓPICA]
90.4.1.05,HORMONA FOLÍCULO ESTIMULANTE HORMONA FOLÍCULO ESTIMULANTE Y HORMONA LUTEINIZANTE
90.4.1.06,PRE Y POST HORMONA LIBERADORA DE GONADOTROPINA CADA MUESTRA
90.4.1.07,HORMONA LUTEINIZANTE
90.4.1.08,PROLACTINA
90.4.1.09,PROLACTINA (MEZCLA DE TRES MUESTRAS)
90.4.1.11,HORMONA ADRENOCORTICOTRÓPICA PRE Y POST CADA
90.4.2.01,HORMONA DE CRECIMIENTO [SOMATOTRÓPICA] PRE Y POST ESTIMULACIÓN CADA MUESTRA
90.4.2.02,HORMONA DEL CRECIMIENTO [SOMATOTRÓPICA] PRE Y POST EJERCICIO CADA MUESTRA
90.4.2.03,HORMONA FOLÍCULO ESTIMULANTE Y HORMONA LUTEINIZANTE PRE Y POST OTRO ESTÍMULO CADA MUESTRA
90.4.2.04,PROLACTINA PRE Y POST ESTIMULACIÓN
90.4.2.05,HORMONA DEL CRECIMIENTO [SOMATOTRÓPICA] PRE Y POST ESTÍMULO CLONIDINA CADA MUESTRA
90.4.2.06,HORMONA DEL CRECIMIENTO [SOMATOTRÓPICA] PRE Y POST ESTÍMULO GLUCAGÓN CADA MUESTRA
90.4.2.07,HORMONA DEL CRECIMIENTO [SOMATOTRÓPICA] PRE Y POST ESTÍMULO GLUCOSA CADA MUESTRA
90.4.2.08,CUPS” CÓDIGO                                 DESCRIPCIÓN HORMONA DEL CRECIMIENTO [SOMATOTRÓPICA] PRE Y POST ESTÍMULO INSULINA CADA MUESTRA
90.4.2.10,PROLACTINA PRE Y POST TRH CADA MUESTRA
90.4.3.01,SUPRARRENAL CORTISOL PRE Y POST ESTIMULACIÓN 2 MUESTRAS
90.4.3.02,CORTISOL PRE Y POSTSUPRESIÓN CON DEXAMETASONA
90.4.3.03,CORTISOL Y GLUCOSA PRE Y POST INSULINA HASTA 4 MUESTRAS
90.4.4.01,SUPRARRENAL ESTRADIOL PRE Y POST GONADOTROPINA CORIÓNICA CADA MUESTRA
90.4.4.02,HIDROXIPROGESTERONA 17 ALFA PRE Y POST HORMONA ADRENOCORTICOTRÓPICA CADA MUESTRA
90.4.4.03,INHIBINA A
90.4.4.04,INHIBINA B
90.4.4.05,MACROPROLACTINA
90.4.5.01,ANDROSTENEDIONA
90.4.5.03,ESTRADIOL
90.4.5.04,ESTRIOL
90.4.5.05,ESTRIOL LIBRE
90.4.5.06,ESTRÓGENOS (ESTRADIOL 17 BETA)
90.4.5.07,ESTRONA SEMIAUTOMATIZADO O AUTOMATIZADO
90.4.5.08,GONADOTROPINA CORIÓNICA SUBUNIDAD BETA CUALITATIVA PRUEBA DE EMBARAZO EN ORINA O SUERO
90.4.5.09,HIDROXIPROGESTERONA 17 ALFA
90.4.5.10,PROGESTERONA
90.4.5.11,HORMONA ANTIMULLERIANA
90.4.5.12,ANDROSTERONA
90.4.6.01,TESTOSTERONA LIBRE
90.4.6.02,TESTOSTERONA TOTAL
90.4.6.03,TESTOSTERONA TOTAL PRE Y POST HORMONA ADRENOCORTICOTRÓPICA CADA MUESTRA
90.4.6.04,ACROSINA ACTIVIDAD TOTAL (PRUEBA DE CAPACIDAD FECUNDANTE)
90.4.6.05,DIHIDROTESTOSTERONA
90.4.7.01,GLUCAGÓN
90.4.7.02,INSULINA PRE Y POST GLUCOSA
90.4.7.03,INSULINA CURVA (CINCO MUESTRAS)
90.4.7.04,INSULINA (CADA MUESTRA)
90.4.7.05,INSULINA LIBRE
90.4.7.06,PÉPTIDO C
90.4.7.07,PROINSULINA
90.4.7.08,SOMATOSTATINA
90.4.7.09,ADIPONECTINA
90.4.7.10,PROTEÍNA TRANSPORTADORA DE LA SOMATOMEDINA C
90.4.7.11,INSULINA CURVA DE 2 HORAS (3 MUESTRAS: 0 60 Y 120 MINUTOS)
90.4.7.12,INSULINA CURVA DE 2 HORAS (4 MUESTRAS: 0 30 60 Y 120 MINUTOS)
90.4.7.13,INSULINA CURVA DE 3 HORAS (6 MUESTRAS: 0 30 60 90 120 Y 180 MINUTOS)
90.4.7.14,CUPS” CÓDIGO                                 DESCRIPCIÓN INSULINA CURVA DE 4 HORAS (6 MUESTRAS: 0 30 60 120 180 Y 240 MINUTOS)
90.4.7.15,INSULINA CURVA DE 4 HORAS (7 MUESTRAS: 0 30 60 90 120 180 Y 240 MINUTOS)
90.4.7.16,INSULINA CURVA DE 5 HORAS (7 MUESTRAS: 0 30 60 120 180 240 Y 300 MINUTOS)
90.4.7.17,INSULINA CURVA DE 5 HORAS (8 MUESTRAS: 0 30 60 90 120 180 240 Y 300 MINUTOS)
90.4.7.18,INSULINA CURVA DE 6 HORAS (8 MUESTRAS: 0 30 60 120 180 240 300 Y 360)
90.4.7.19,PÉPTIDO C PRE Y POST GLUCAGÓN
90.4.7.20,ELASTASA PANCREÁTICA
90.4.7.21,PÉPTIDO INTESTINAL VASOACTIVO
90.4.8.01,ALDOSTERONA
90.4.8.02,ALDOSTERONA EN ORINA
90.4.8.03,ANDROSTENEDIOL GLUCURONIDO 3 ALFA
90.4.8.04,CETOESTEROIDES 17
90.4.8.05,CORTISOL DIFERENTES MUESTRAS
90.4.8.06,CORTISOL (DOS MUESTRAS AM-PM)
90.4.8.07,CORTISOL LIBRE EN ORINA DE 24 HORAS
90.4.8.08,DEHIDROEPINANDROSTERONA
90.4.8.09,DEHIDROEPINANDROSTERONA SULFATO [EPINANDROSTERONA - DHEA-SO4] CADA MUESTRA
90.4.8.10,DEOXICORTISOL 11
90.4.8.11,HIDROXICORTICOSTEROIDES 17
90.4.8.12,CORTISOL AM
90.4.8.13,CORTISOL PM
90.4.8.14,HIDROXICORTICOESTEROIDES EN ORINA PARCIAL
90.4.8.15,ALDOSTERONA PRE Y POST ESTÍMULO (ESPECÍFICO)
90.4.9.01,GLOBULINA TRANSPORTADORA DE TIROXINA
90.4.9.02,HORMONA ESTIMULANTE DEL TIROIDES
90.4.9.04,HORMONA ESTIMULANTE DEL TIROIDES ULTRASENSIBLE
90.4.9.05,HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST
90.4.9.06,ESTIMULACIÓN HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST
90.4.9.07,ESTIMULACIÓN ULTRASENSIBLE HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST HORMONA LIBERADORA DE TIROTROPINA 1 HORA TRES MUESTRAS
90.4.9.08,HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST HORMONA LIBERADORA DE TIROTROPINA 2 HORAS CUATRO MUESTRAS
90.4.9.09,HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST DOS MUESTRAS ULTRASENSIBLE HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST HORMONA
90.4.9.10,LIBERADORA DE TIROTROPINA 1 HORA TRES MUESTRAS ULTRASENSIBLE
90.4.9.11,HORMONA PARATIROIDEA C TERMINAL
90.4.9.12,HORMONA PARATIROIDEA MOLÉCULA INTACTA
90.4.9.13,HORMONA PARATIROIDEA MOLÉCULA MEDIA
90.4.9.14,HORMONA PARATIROIDEA N TERMINAL HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST HORMONA
90.4.9.15,LIBERADORA DE TIROTROPINA 2 HORAS CUATRO MUESTRAS ULTRASENSIBLE
90.4.9.16,CUPS” CÓDIGO                                   DESCRIPCIÓN TIROXINA LIBRE PRE Y POST LEVOTIROXINA
90.4.9.20,TIROGLOBULINA
90.4.9.21,TIROXINA LIBRE
90.4.9.22,TIROXINA TOTAL
90.4.9.23,TRIYODOTIRONINA (CAPTACIÓN)
90.4.9.24,TRIYODOTIRONINA LIBRE
90.4.9.25,TRIYODOTIRONINA TOTAL
90.4.9.26,TIROXINA NORMALIZADA
90.4.9.27,TRIYODOTIRONINA REVERSA
90.5.0.01,NIVEL DE LIDOCAÍNA [MONOETILGLICINEXILIDIDA-MEGX] EN SUERO SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.0.02,NIVEL DE LIDOCAÍNA [MONOETILGLICINEXILIDIDA-MEGX] EN ORINA SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.0.03,NIVEL DE PROCAINAMIDA METABOLITOS N-ACETIL PROCAINAMIDA
90.5.1.01,CUMARÍNICOS
90.5.1.02,WARFARINA CUALITATIVA SEMIAUTOMATIZADA O AUTOMATIZADA
90.5.1.03,WARFARINA CUANTITATIVA SEMIAUTOMATIZADA O AUTOMATIZADA
90.5.1.04,NIVEL DE INHIBIDORES DIRECTOS DEL FACTOR Xa
90.5.1.05,NIVEL DE INHIBIDORES DIRECTOS DE LA TROMBINA
90.5.1.06,NIVEL DE INHIBIDORES INDIRECTOS DEL FACTOR Xa (HEPARINA DE BAJO PESO MOLECULAR)
90.5.1.07,HEPARINA NO FRACCIONADA DOSIFICACIÓN
90.5.2.01,ÁCIDO VALPROICO AUTOMATIZADO
90.5.2.02,ÁCIDO VALPROICO LIBRE AUTOMATIZADO
90.5.2.03,BARBITÚRICOS CUANTITATIVO SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.2.04,BARBITÚRICOS SEMICUANTITATIVO MANUAL O SEMIAUTOMATIZADO
90.5.2.05,CARBAMAZEPINA CUANTITATIVA SEMIAUTOMATIZADA
90.5.2.06,CARBAMAZEPINA CUANTITATIVA AUTOMATIZADA
90.5.2.08,ETOSUXIMIDA CUANTITATIVA AUTOMATIZADA
90.5.2.09,ETOSUXIMIDA CUANTITATIVA SEMIAUTOMATIZADA
90.5.2.10,FENITOÍNA LIBRE AUTOMATIZADA
90.5.2.13,FENITOÍNA TOTAL AUTOMATIZADA
90.5.2.14,FENOBARBITAL NIVELES SÉRICOS AUTOMATIZADO
90.5.3.01,NEUROLÉPTICOS ANFETAMINAS Y METANFETAMINAS CUANTITATIVAS AUTOMATIZADO
90.5.3.02,ANFETAMINAS Y METANFETAMINAS SEMICUANTITATIVA MANUAL O SEMIAUTOMATIZADO
90.5.3.03,ANTIDEPRESIVOS TRICÍCLICOS CUANTITATIVO AUTOMATIZADO
90.5.3.04,"AMITRIPTILINA, NORTRIPTILINA, DESIPRAMINA, CLOMIPRAMINA O IMIPRAMINA ANTIDEPRESIVOS TRICÍCLICOS SEMICUANTITATIVO MANUAL O SEMIAUTOMATIZADO"
90.5.3.05,"AMITRIPTILINA, NORTRIPTILINA, DESIPRAMINA, CLOMIPRAMINA O IMIPRAMINA CUPS” CÓDIGO                                 DESCRIPCIÓN BENZODIACEPINAS CUANTITATIVAS AUTOMATIZADO"
90.5.3.06,"DIAZEPAN, CLONAZEPAN, LORAZEPAN, DESALQUILFLUORAZEPAN, OXAZEPAN O NORDIAZEPAN BENZODIACEPINAS SEMICUANTITATIVO MANUAL O SEMIAUTOMATIZADO"
90.5.3.07,"DIAZEPAN, CLONAZEPAN, LORAZEPAN, DESALQUILFLUORAZEPAN, OXAZEPAN O NORDIAZEPAN CLORPROMAZINA"
90.5.3.08,FENCICLIDINA
90.5.3.09,FENOTIAZINAS AUTOMATIZADO
90.5.3.10,FENOTIAZINAS MANUAL O SEMIAUTOMATIZADO
90.5.3.11,FLUOXETINA Y NORFLUOXETINA MANUAL O SEMIAUTOMATIZADO
90.5.3.12,LITIO AUTOMATIZADO
90.5.3.13,LITIO SEMIAUTOMATIZADO
90.5.4.01,AMIKACINA AUTOMATIZADO
90.5.4.04,GENTAMICINA AUTOMATIZADA
90.5.4.06,KANAMICINA AUTOMATIZADO
90.5.4.07,NETILMICINA AUTOMATIZADO
90.5.4.09,TOBRAMICINA AUTOMATIZADO
90.5.4.10,VANCOMICINA AUTOMATIZADO
90.5.4.12,ANFOTERICINA B AUTOMATIZADO
90.5.4.13,ÁCIDO NALIDIXICO AUTOMATIZADO
90.5.4.14,CIPROFLOXACINA AUTOMATIZADO
90.5.4.15,FLUCONAZOLE AUTOMATIZADO
90.5.4.16,ITRACONAZOLE AUTOMATIZADO
90.5.4.17,KETOCONAZOLE AUTOMATIZADO
90.5.4.18,MICONAZOL AUTOMATIZADO
90.5.5.01,CICLOSERINA SEMIAUTOMATIZADO
90.5.5.02,CICLOSPORINA A O METABOLITOS SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.5.03,TACROLIMUS SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.5.04,METOTREXATO SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.5.05,EVEROLIMUS SEMIAUTOMATIZADO O AUTOMATIZADO
90.5.6.01,BRONCODILATADOR DIGITOXINA AUTOMATIZADO
90.5.6.02,DIGITOXINA SEMIAUTOMATIZADO
90.5.6.03,DIGOXINA AUTOMATIZADO
