codigo,descripcion,uvr,valor,capitulo,ref
879161,TOMOGRAFIA AXIAL COMPUTADA DE CUELLO (TEJIDOS BLANDOS),,90270,ARTICULO 27,213611
879162,TOMOGRAFIA AXIAL COMPUTADA DE LARINGE,,90270,ARTICULO 27,213612
879301,TOMOGRAFIA AXIAL COMPUTADA DE TORAX,,100990,ARTICULO 27,213613
879391,TOMOGRAFIA AXIAL COMPUTADA DE TORAX EXTENDIDO AL ABDOMEN SUPERIOR,,131840,ARTICULO 27,213614
879410,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN SUPERIOR,,114410,ARTICULO 27,213615
879460,TOMOGRAFIA AXIAL COMPUTADA DE PELVIS,,90270,ARTICULO 27,213616
879420,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN Y PELVIS (ABDOMEN TOTAL),,132870,ARTICULO 27,213617
879510,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS SUPERIORES Y ARTICULACIONES,,82800,ARTICULO 27,213618
879520,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES Y ARTICULACIONES,,82800,ARTICULO 27,213618
879150,TOMOGRAFIA AXIAL COMPUTADA DE ARTICULACION TEMPORO MANDIBULAR,,106455,ARTICULO 27,213619
879522,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: ANTEVERSION,,31405,ARTICULO 27,213620
879523,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: AXIALES DE ROTULA O,,31405,ARTICULO 27,213621
886011,OSTEODENSITOMETRIA POR TAC,,106455,ARTICULO 27,213622
879920,TOMOGRAFIA AXIAL COMPUTADA CON MODALIDAD DINAMICA (SECUENCIA RAPIDA),,27670,ARTICULO 27,213624
879990,TOMOGRAFIA AXIAL COMPUTADA COMO GUIA PARA PROCEDIMIENTOS,,70795,ARTICULO 27,213625
879910,TOMOGRAFIA AXIAL COMPUTADA EN RECONSTRUCCION TRIDIMENSIONAL,,140690,ARTICULO 27,213626
879114,CISTERNOGRAFIA POR TOMOGRAFIA AXIAL COMPUTARIZADA (TAC),,210590,ARTICULO 27,M21704
951301,"ULTRASONOGRAFIA OCULAR MODO A Y B, CON CONTENIDO ORBITARIO Y TRANSDUCTOR DE 7 MHZ O MAS -ACR",,55915,ARTICULO 27,28101
881431,ULTRASONOGRAFÍA OBSTETRICA TRANSABDOMINAL,,17925,ARTICULO 27,311100
881434,ULTRASONOGRAFÍA OBSTETRICA CON PERFIL BIOFISICO,,25945,ARTICULO 27,311101
881360,ULTRASONOGRAFIA PELVICA CON ANALISIS DOPPLER ACR,,41155,ARTICULO 27,312102
881362,ULTRASONOGRAFIA DE MASAS DE TEJIDOS BLANDOS DE ABDOMEN CON ANALISIS,,126475,ARTICULO 27,312102
881318,ULTRASONOGRAFIA DE RECTO,,13865,ARTICULO 27,311103
881402,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSABDOMINAL,,13865,ARTICULO 27,311103
881401,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSVAGINAL,,22935,ARTICULO 27,311104
881432,ULTRASONOGRAFÍA OBSTETRICA TRANSVAGINAL,,22935,ARTICULO 27,311104
881403,ULTRASONOGRAFÍA PELVICA GINECOLOGICA: ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL (TRANSDUCTOR DE 7 MHZ O MAS),,48405,ARTICULO 27,312106
881306,"ULTRASONOGRAFIA DE HIGADO, PANCREAS, VIA BILIAR Y VESICULA",,25770,ARTICULO 27,311107
881331,"ULTRASONOGRAFIA DE RIÑONES, BAZO, AORTA O ADRENALES",,25770,ARTICULO 27,311108
881305,"ULTRASONOGRAFÍA DE ABDOMEN SUPERIOR: HIGADO, PANCREAS, VIAS BILIARES",,40950,ARTICULO 27,312110
881340,ULTRASONOGRAFIA DE ABDOMEN: MASAS ABDOMINALES Y DE RETROPERITONEO (254),,40950,ARTICULO 27,312110
881302,"ULTRASONOGRAFÍA DE ABDOMEN TOTAL : HIGADO, PANCREAS, VESICULA, VIAS",,51540,ARTICULO 27,312111
881131,ULTRASONOGRAFIA DIAGNOSTICA DE GLANDULAS SALIVALES CON TRANSDUCTOR DE 7 MHZ O MAS,,23975,ARTICULO 27,311112
881141,ULTRASONOGRAFIA DIAGNOSTICA DE TIROIDES CON TRANSDUCTOR DE 7 MHZ O MAS,,23975,ARTICULO 27,311112
881510,ULTRASONOGRAFÍA TESTICULAR CON TRANSDUCTOR DE 7 MHZ O MAS,,23975,ARTICULO 27,311112
881521,ULTRASONOGRAFÍA DE PENE CON TRANSDUCTOR DE 7 MHZ O MAS,,23975,ARTICULO 27,311112
881301,ULTRASONOGRAFIA DIAGNOSTICA DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y DE,,30190,ARTICULO 27,311113
881601,ULTRASONOGRAFÍA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON TRANSDUCTOR DE 7 MHZ O MAS,,30190,ARTICULO 27,311113
881602,ULTRASONOGRAFÍA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON TRANSDUCTOR DE 7 MHZ O MAS,,30190,ARTICULO 27,311113
881610,ULTRASONOGRAFÍA ARTICULAR DE HOMBRO,,28115,ARTICULO 27,311114
881620,ULTRASONOGRAFÍA ARTICULAR DE RODILLA,,28115,ARTICULO 27,311114
881630,ULTRASONOGRAFÍA ARTICULAR DE PELVIS (CADERA),,28115,ARTICULO 27,311114
881240,ULTRASONOGRAFIA DIAGNOSTICA DE TORAX: PERICARDIO O PLEURA,,23235,ARTICULO 27,311115
881201,"ULTRASONOGRAFIA DIAGNOSTICA DE MAMA, CON TRANSDUCTOR DE 7 MHZ O MAS",,28115,ARTICULO 27,311116
881112,ULTRASONOGRAFIA DIAGNOSTICA CEREBRAL TRANSFONTANELAR CON TRANSDUCTOR DE 7.MHZ O MAS,,35170,ARTICULO 27,311117
881313,ULTRASONOGRAFIA DE ABDOMEN: PILORO,,22650,ARTICULO 27,311118
881502,ULTRASONOGRAFÍA DE PROSTATA TRANSRECTAL,,57625,ARTICULO 27,311119
881220,GUIA ECOGRAFICA PARA PROCEDIMIENTOS DIAGNOSTICOS DE MAMA-ACR,,35350,ARTICULO 27,313120
881390,ULTRASONOGRAFIA DEL ABDOMEN Y PELVIS COMO GUIA DE PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA (55),,31985,ARTICULO 27,313120
881332,"ULTRASONOGRAFIA DE VIAS URINARIAS (RIÑONES, VEJIGA Y PROSTATA TRANSABDOMINAL) (62)",,30190,ARTICULO 27,311125
881501,ULTRASONOGRAFÍA DE PROSTATA TRANSABDOMINAL (62),,30190,ARTICULO 27,311125
881410,ULTRASONOGRAFÍA PELVICA GINECOLOGICA: HISTEROSONOGRAFIA O HISTEROSALPINGOSONOGRAFIA (203) ESTUDIOS DE ECOGRAFIA Y DOPPLER (doppler duplex),,57020,ARTICULO 27,313126
882298,DOPPLER OBSTETRICO CON EVALUACION DE CIRCULACION PLACENTARIA,,41580,ARTICULO 27,312230
882210,DOPPLER DE AORTA ABDOMINAL,,85150,ARTICULO 27,312231
882211,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE AORTA ABDOMINAL,,85150,ARTICULO 27,312231
882212,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE AORTA ABDOMINAL A COLOR,,110695,ARTICULO 27,312231
882250,DOPPLER DE VENA CAVA,,85150,ARTICULO 27,312231
882251,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VENA CAVA,,85150,ARTICULO 27,312231
882252,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VENA CAVA A COLOR,,110695,ARTICULO 27,312231
882291,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO,,85150,ARTICULO 27,312231
882293,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO,,85150,ARTICULO 27,312231
882295,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO,,77480,ARTICULO 27,312232
882110,"DOPPLER DE VASOS DEL CUELLO (CAROTIDAS, VERTEBRALES, YUGULAR)",,69805,ARTICULO 27,312233
882111,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DEL CUELLO (CAROTIDAS,,69805,ARTICULO 27,312233
882112,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DELCUELLO (CAROTIDAS,,90747,ARTICULO 27,312233
882130,DOPPLER DE OTROS VASOS PERIFERICOS DEL CUELLO NCOC **,,69805,ARTICULO 27,312233
882131,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS VASOS PERIFERICOS DEL,,69805,ARTICULO 27,312233
882132,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS VASOS PERIFERICOS DEL,,69805,ARTICULO 27,312233
882101,DOPPLER TRANSCRANEAL,,105715,ARTICULO 27,312234
882102,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] TRANSCRANEAL,,105715,ARTICULO 27,312234
882103,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] TRANSCRANEAL A COLOR,,137430,ARTICULO 27,312234
882310,DOPPLER DE VASOS ARTERIALES DE MIEMBROS SUPERIORES,,94475,ARTICULO 27,312235
882312,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS,,94475,ARTICULO 27,312235
882330,DOPPLER DE VASOS ARTERIALES DE MIEMBROS INFERIORES,,94475,ARTICULO 27,312235
882332,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS,,94475,ARTICULO 27,312235
882334,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS,,94475,ARTICULO 27,312235
882311,DOPPLER DE VASOS VENOSOS DE MIEMBROS SUPERIORES,,81750,ARTICULO 27,312236
882313,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS,,106275,ARTICULO 27,312236
882331,DOPPLER DE VASOS VENOSOS DE MIEMBROS INFERIORES,,81750,ARTICULO 27,312236
882333,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS,,81750,ARTICULO 27,312236
881511,ULTRASONOGRAFÍA TESTICULAR CON ANALISIS DOPPLER,,36175,ARTICULO 27,312238
882271,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DEL PENE,,36175,ARTICULO 27,312238
882281,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ESCROTALES,,36175,ARTICULO 27,312238
882610,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE RIÑON TRASPLANTADO,,48545,ARTICULO 27,312240
882611,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE RIÑON TRASPLANTADO A COLOR,,63109,ARTICULO 27,312240
882600,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS ORGANOS TRANSPLANTADOS,,59180,ARTICULO 27,312241
881118,ULTRASONOGRAFIA DIAGNOSTICA CEREBRAL TRANSFONTANELAR CON ANALISIS,,75585,ARTICULO 27,312242
882105,DOPPLER TRANSCRANEAL CON MONITOREO DE 24 HORAS,,237925,ARTICULO 27,312244
951321,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS OCULARES (ARTERIA Y VENA,,90636,ARTICULO 27,312245
882201,DOPPLER DE VASOS ABDOMINALES Y/O PELVICOS NCOC **,,69805,ARTICULO 27,312246
882202,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ABDOMINALES Y/O PELVICOS,,69805,ARTICULO 27,312246
882203,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ABDOMINALES Y/O PELVICOS,,90747,ARTICULO 27,312246
882220,DOPPLER DE VASOS RENALES,,69805,ARTICULO 27,312246
882221,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS RENALES,,69805,ARTICULO 27,312246
882222,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS RENALES A COLOR,,90747,ARTICULO 27,312246
882230,DOPPLER DE ARTERIAS MESENTERICAS,,69805,ARTICULO 27,312246
882231,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS MESENTERICAS,,69805,ARTICULO 27,312246
882232,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS MESENTERICAS A COLOR,,90747,ARTICULO 27,312246
882240,DOPPLER DE TRONCO CELIACO,,69805,ARTICULO 27,312246
882241,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE TRONCO CELIACO,,69805,ARTICULO 27,312246
882242,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE TRONCO CELIACO A COLOR,,90747,ARTICULO 27,312246
882260,DOPPLER DE ARTERIAS ILIACAS,,69805,ARTICULO 27,312246
882261,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS ILIACAS,,69805,ARTICULO 27,312246
882262,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS ILIACAS A COLOR,,90747,ARTICULO 27,312246
882840,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] COMO GUIA EN COLOCACION DE,,100710,ARTICULO 27,313247
E31213,FONOANGIOGRAFÍA CAROTIDEA,,56910,ARTICULO 27,M31213
951800,OCULOPLETISMOGRAFIA SOD,,41580,ARTICULO 27,312401
882305,PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS SUPERIORES,,41580,ARTICULO 27,312402
882306,PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS SUPERIORES,,41580,ARTICULO 27,312402
882325,PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS INFERIORES,,41580,ARTICULO 27,312402
882326,PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS INFERIORES,,41580,ARTICULO 27,312402
882350,PLETISMOGRAFIA VENOSA CUANTITATIVA DE MIEMBROS INFERIORES (APG),,41580,ARTICULO 27,312402
882340,"PLETISMOGRAFIA ARTERIAL DE MIEMBROS INFERIORES, POST EJERCICIO",,70680,ARTICULO 27,312403
882270,PLETISMOGRAFIA ARTERIAL PENEANA,,41580,ARTICULO 27,312404
882390,MEDICION DE PRESIONES SEGMENTARIAS E INDICES ARTERIALES CON DOPPLER,,70680,ARTICULO 27,312405
883101,RESONANCIA NUCLEAR MAGNETICA DE CEREBRO,,366035,ARTICULO 27,313301
883103,RESONANCIA NUCLEAR MAGNETICA DE ORBITAS,,366035,ARTICULO 27,313302
883102,RESONANCIA NUCLEAR MAGNETICA DE BASE DE CRANEO-SILLA TURCA,,366035,ARTICULO 27,313303
883210,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA CERVICAL SIMPLE,,366035,ARTICULO 27,313304
883220,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA TORACICA SIMPLE,,366035,ARTICULO 27,313305
883230,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA LUMBOSACRA SIMPLE,,366035,ARTICULO 27,313306
883301,RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL,,366035,ARTICULO 27,313307
883302,RESONANCIA NUCLEAR MAGNETICA DE TORAX CON PROYECCIONES DECUBITO,,366035,ARTICULO 27,313307
883304,"RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL, CON",,455995,ARTICULO 27,313307
883306,RESONANCIA NUCLEAR MAGNETICA DE TORAX Y APARATO CARDIOVASCULAR,,366035,ARTICULO 27,313307
883321,RESONANCIA NUCLEAR MAGNETICA DE CORAZON CON VALORACION DE LA,,366035,ARTICULO 27,313307
883401,RESONANCIA NUCLEAR MAGNETICA DE ABDOMEN,,366035,ARTICULO 27,313308
883440,RESONANCIA NUCLEAR MAGNETICA DE PELVIS,,366035,ARTICULO 27,313309
883341,ANGIORRESONANCIA DE TORAX (SIN INCLUIR CORAZON),,388610,ARTICULO 27,313310
883410,ANGIORRESONANCIA DE ABDOMEN SIMPLE,,388610,ARTICULO 27,313310
883450,ANGIORRESONANCIA DE PELVIS SIMPLE,,388610,ARTICULO 27,313310
883540,ANGIORRESONANCIA DE LA EXTREMIDAD INFERIOR SIMPLE,,388610,ARTICULO 27,313310
883550,ANGIORRESONANCIA DE MIEMBRO SUPERIOR SIMPLE,,388610,ARTICULO 27,313310
883590,RESONANCIA NUCLEAR MAGNETICA DE SISTEMA MUSCULO ESQUELETICO NCOC,,366035,ARTICULO 27,313311
883511,"RESONANCIA NUCLEAR MAGNETICA DE MIEMBRO SUPERIOR, SIN INCLUIR",,280620,ARTICULO 27,313312
883512,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES DE MIEMBRO SUPERIOR,,280620,ARTICULO 27,313312
883521,RESONANCIA NUCLEAR MAGNETICA DE MIEMBRO INFERIOR SIN INCLUIR,,280620,ARTICULO 27,313312
883522,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES DE MIEMBRO INFERIOR,,280620,ARTICULO 27,313312
883105,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACION TEMPOROMANDIBULAR,,280620,ARTICULO 27,313313
883545,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES COMPARATIVAS,,388610,ARTICULO 27,313314
883351,RESONANCIA NUCLEAR MAGNETICA DE MAMA,,263410,ARTICULO 27,313315
883701,RESONANCIA NUCLEAR MAGNETICA DE MEDULA OSEA [ESTUDIO DE SUPLENCIA,,388610,ARTICULO 27,313317
887002,CINEANGIOGRAFIA,,345525,ARTICULO 27,313318
883108,RESONANCIA NUCLEAR MAGNETICA DE PARES CRANEANOS,,274175,ARTICULO 27,313319
883430,RESONANCIA NUCLEAR MAGNETICA DE VIAS BILIARES,,274175,ARTICULO 27,313320
883434,COLANGIOGRAFIA CON RESONANCIA NUCLEAR MAGNETICA,,274175,ARTICULO 27,313320
883560,RESONANCIA NUCLEAR MAGNETICA DE PLEJO BRAQUIAL,,274175,ARTICULO 27,313321
920201,CAPTACION TIROIDEA DE I - 131 A 4 Y/ O 24 HORAS,,30390,ARTICULO 27,22101
920202,GAMAGRAFIA DE TIROIDES,,47375,ARTICULO 27,22102
920203,RECORRIDO CORPORAL CON I-131 (RASTREO DE METASTASIS),,116900,ARTICULO 27,22103
920204,GAMAGRAFÍA CON METAIODO BENCILGUANIDINA (MIBG),,273475,ARTICULO 27,22104
922800,TERAPIA CON RADIOISOTOPOS SOD (119),,139155,ARTICULO 27,22105
920208,GAMAGRAFIA DE GLANDULAS PARATIROIDES O TETROFOSMIN,,271915,ARTICULO 27,22107
920209,PRUEBA DE SUPRESION,,75805,ARTICULO 27,22108
920210,PRUEBA DE PERCLORATO,,67640,ARTICULO 27,22109
920211,GAMAGRAFIA DE SUPRARRENAL CON IODO COLESTEROL,,172960,ARTICULO 27,22110
922810,TERAPIA CON METAIODOBENCILGUANIDINA SUPRARRENAL,,274430,ARTICULO 27,22112
920214,GAMAGRAFIA CON OCTREOTIDE,,179010,ARTICULO 27,22113
920508,VOLUMEN DE GLOBULOS ROJOS,,125655,ARTICULO 27,22201
920509,VIDA MEDIA DE GLOBULOS ROJOS,,104355,ARTICULO 27,22202
920501,GAMAGRAFIA ESPLENICA,,48660,ARTICULO 27,22203
920503,GAMAGRAFIA DE GANGLIOS LINFATICOS - LINFOGAMAGRAFIA,,88960,ARTICULO 27,22204
920502,GAMAGRAFIA DE MEDULA OSEA,,89390,ARTICULO 27,22205
920505,GAMAGRAFÍA CON LEUCOCITOS MARCADOS,,289500,ARTICULO 27,22206
920506,MEDICIÓN DE ABSORCIÓN GASTROINTESTINAL DE VITAMINA B12 ( SHILLING),,166595,ARTICULO 27,22207
920507,GAMAGRAFÍA DE INFECCION CON HIG,,289500,ARTICULO 27,22208
920511,VOLUMEN PLASMATICO,,58860,ARTICULO 27,M22203
920504,GAMAGRAFÍA DE FERROCINETICA,,100095,ARTICULO 27,M22206
920701,GAMAGRAFIA HEPATOESPLENICA,,58505,ARTICULO 27,22301
920707,GAMAGRAFÍA DE POOL SANGUINEO HEPATICO,,95040,ARTICULO 27,22302
920702,GAMAGRAFIA HEPATOBILIAR,,158520,ARTICULO 27,22303
920602,GAMAGRAFÍA EN HEMORRAGIA DIGESTIVA CON ERITROCITOS MARCADOS,,158520,ARTICULO 27,22304
920603,GAMAGRAFÍA EN HEMORRAGIA DIGESTIVA CON COLOIDE,,158520,ARTICULO 27,22304
920601,GAMAGRAFÍA DE GLANDULAS SALIVARES,,52360,ARTICULO 27,22305
920604,GAMAGRAFÍA PARA MUCOSA GASTRICA ECTOPICA.,,102790,ARTICULO 27,22306
920606,GAMAGRAFÍA DE REFLUJO GASTROESOFAGICO,,77705,ARTICULO 27,22307
920607,GAMAGRAFÍA DE VACIAMIENTO GASTRICO EN FASE SOLIDA,,137975,ARTICULO 27,22308
920608,GAMAGRAFÍA DE VACIAMIENTO GASTRICO EN FASE LIQUIDA,,127095,ARTICULO 27,22308
920605,GAMAGRAFÍA DE TRANSITO ESOFAGICO,,55565,ARTICULO 27,22309
920708,GAMAGRAFÍA DE REFLUJO BILIAR,,172515,ARTICULO 27,22310
920101,GAMAGRAFIA CEREBRAL ESTATICA,,61200,ARTICULO 27,22401
920102,GAMAGRAFIA CEREBRAL DINAMICA (ESTUDIO DE MUERTE CEREBRAL),,53040,ARTICULO 27,22402
920103,CISTERNOGAMAGRAFIA,,97495,ARTICULO 27,22403
920104,GAMAGRAFÍA DE DERIVACIONES,,60190,ARTICULO 27,22404
920105,GAMAGRAFIA SPECT CEREBRAL,,230320,ARTICULO 27,22405
920510,GAMAGRAFIA DE POOL SANGUINEO- COMPARTIMENTOS VASCULARES,,69445,ARTICULO 27,22501
920402,VENTRICULOGRAFIA DE PRIMER PASO,,73070,ARTICULO 27,22502
920401,VENTRICULOGRAFIA NUCLEAR,,91170,ARTICULO 27,22503
920403,VENTRICULOGRAFIA DE VENTRICULO DERECHO,,91170,ARTICULO 27,22504
920404,VENTRICULOGRAFIA EN REPOSO,,132025,ARTICULO 27,22505
920405,VENTRICULOGRAFIA EN REPOSO Y POST EJERCICIO,,205410,ARTICULO 27,22506
920406,PERFUSION MIOCARDICA EN REPOSO,,354155,ARTICULO 27,22507
920408,PERFUSION MIOCARDICA CON STRESS FARMACOLOGICO,,354155,ARTICULO 27,22507
920407,PERFUSION MIOCARDICA EN REPOSO Y POST-EJERCICIO,,487335,ARTICULO 27,22508
920410,GAMAGRAFIA DE MIOCARDIO CON PIROFOSFATOS,,83190,ARTICULO 27,22509
920411,GAMAGRAFÍA DE PERFUSIÓN ARTERIAL,,50665,ARTICULO 27,22510
920412,VENOGAMAGRAFIA,,82175,ARTICULO 27,22511
920413,GAMAGRAFÍA DE VIABILIDAD MIOCARDICA CON 18 FDG.,,295920,ARTICULO 27,22512
920414,GAMAGRAFÍA DE VIABILIDAD MIOCARDICA CON TALIO O MARCADORES DE TC.,,295920,ARTICULO 27,22512
920415,GAMAGRAFÍA DE TRASPLANTE CARDIACO,,295920,ARTICULO 27,22513
920301,"GAMAGRAFIA PULMONAR, PERFUSION",,86625,ARTICULO 27,22601
920302,"GAMAGRAFIA PULMONAR, VENTILACION",,81735,ARTICULO 27,22602
920303,BUSQUEDA DE HEMORRAGIA PULMONAR,,73935,ARTICULO 27,22603
920304,"GAMAGRAFIA PULMONAR, PERFUSION Y VENTILACION",,135540,ARTICULO 27,22604
920305,GAMAGRAFÍA DE ACLARAMIENTO MUCOCILIAR,,81735,ARTICULO 27,22605
920306,GAMAGRAFIA DE PERMEABILIDAD ALVEOLO CAPILAR,,78535,ARTICULO 27,22606
920801,RENOGRAMA SECUENCIAL,,78535,ARTICULO 27,22701
920802,RENOGRAMA SECUENCIAL CON FILTRACION GLOMERULAR,,94375,ARTICULO 27,22702
920803,GAMAGRAFÍA DE FLUJO PLASMATICO RENAL EFECTIVO,,127915,ARTICULO 27,22703
920804,GAMAGRAFÍA DE RESIDUO VESICAL,,54810,ARTICULO 27,22704
920805,GAMAGRAFÍA DE FILTRACION GLOMERULAR,,49495,ARTICULO 27,22705
920806,GAMAGRAFIA DE PERFUSION TESTICULAR Y CONTENIDO ESCROTAL,,51690,ARTICULO 27,22706
920807,CISTOGAMAGRAFIA,,59945,ARTICULO 27,22707
920808,RENOGRAMA BASAL Y POST CAPTOPRIL,,166595,ARTICULO 27,22708
920809,GAMAGRAFIA RENAL ESTATICA CON DMSA,,63480,ARTICULO 27,22709
920810,GAMAGRAFIA DE PERFUSION RENAL,,7560,ARTICULO 27,22710
920811,RENOGRAMA CON MERTIATIDE,,120430,ARTICULO 27,22711
920812,RENOGRAMA DIURETICO,,121185,ARTICULO 27,22712
920813,GAMAGRAFÍA DE TRASPLANTE RENAL,,271915,ARTICULO 27,22713
920901,GAMAGRAFIA OSEA (CORPORAL TOTAL O SEGMENTARIA),,115125,ARTICULO 27,22801
920902,GAMAGRAFIA OSEA DE TRES FASES,,143910,ARTICULO 27,22802
920903,GAMAGRAFIA OSEA CON SPECT,,172455,ARTICULO 27,22803
922805,TERAPIA CON ITRIUM 90,,471425,ARTICULO 27,22804
921100,DACRIOCISTOGAMAGRAFIA (GAMAGRAFIA DE VIAS LAGRIMALES) SOD,,71725,ARTICULO 27,22901
921200,GAMAGRAFÍA CON GALIO 67 SOD,,151700,ARTICULO 27,22902
922830,TERAPIA DE METASTASIS CON ESTRONCIO NCOC,,290420,ARTICULO 27,22903
921301,"GAMAGRAFÍA DE VIABILIDAD TUMORAL CON MIBI, TETROFOSMIN, TALIO U",,354155,ARTICULO 27,22904
921600,GAMAGRAFÍA DE ANTICUERPOS MONOCLONALES SOD,,274430,ARTICULO 27,22905
920307,"SALIVOGRAMA (TEST DE BRONCOASPIRACION) Artículo para el respectivo estudio. Magnética, se requiere cumplir con los siguientes requisitos: Seccional donde se originó la orden del especialista tratante.",,81665,ARTICULO 27,22906
892200,CISTOMETROGRAMA SOD,,18480,ARTICULO 28,23101
892902,ESTUDIO COMPLETO DE IMPOTENCIA,,320765,ARTICULO 28,23102
892400,UROFLUJOMETRIA (UFM) SOD,,13350,ARTICULO 28,23105
579500,REEMPLAZO DE CATETER URINARIO (VESICAL) SOD,,8790,ARTICULO 28,23106
599300,REEMPLAZO DE TUBO DE URETEROSTOMÍA SOD,,8790,ARTICULO 28,23106
599400,REEMPLAZO DE TUBO DE CISTOSTOMÍA SOD,,8790,ARTICULO 28,23106
976500,EXTRACCION Y/O REEMPLAZO DE SONDA URETRAL SOD,,8790,ARTICULO 28,23106
053109,BLOQUEO DE NERVIOS PUDENDOS (65) NO APLICA: para la practica de ANESTÉSIA (65),,15455,ARTICULO 28,23107
892600,ESFINTEROMANOMETRIA SOD,,15455,ARTICULO 28,23108
892500,PERFIL DE PRESION URETRAL (PPU) SOD,,17640,ARTICULO 28,23109
892001,URODINAMIA ESTANDAR (190),,61780,ARTICULO 28,23110
892301,ELECTROMIOGRAFIA ESFINTER URETRAL,,10955,ARTICULO 28,23110
892302,ELECTROMIOGRAFIA ESFINTER VESICAL,,10955,ARTICULO 28,23110
892800,CISTOMETRIA SOD,,36345,ARTICULO 28,23110
892002,URODINAMIA CON PRUEBA DE MEDICAMENTO,,75535,ARTICULO 28,23112
571110,ASPIRACIÓN PERCUTÁNEA DE VEJIGA,,20095,ARTICULO 28,23116
579400,INSERCIÓN DE CATETER URINARIO (VESICAL) SOD,,8790,ARTICULO 28,23117
961601,INSERCION DE CATETER (SONDA) EN URETRA,,8790,ARTICULO 28,23117
